Date/Time,strategy,strategy_name,clean_energy_kwh,degraded_energy_kwh,controlled_energy_kwh,excess_before_kwh,excess_after_kwh,recovered_energy_kwh,recovery_fraction,severity_score,uncertainty_score,energy_term,comfort_penalty,degradation_penalty,maintenance_cost,robustness_penalty,switching_penalty,objective
2024-01-01,S0,No corrective control,3781.0008215324806,4202.32686012037,4202.32686012037,421.32603858788934,421.32603858788934,0.0,0.0,0.3714413709270423,0.2,0.1114324112781127,0.0,0.3714413709270423,0.0,0.020000000000000004,0.0,0.10726079071420706
2024-01-02,S0,No corrective control,3581.657654756202,4028.299556917872,4028.299556917872,446.6419021616698,446.6419021616698,0.0,0.0,0.4156752219358162,0.2,0.12470256658074487,0.0,0.4156752219358162,0.0,0.020000000000000004,0.0,0.11986743825170762
2024-01-03,S0,No corrective control,3808.883341621808,4264.34487232505,4264.34487232505,455.46153070324226,455.46153070324226,0.0,0.0,0.39859585242579126,0.2,0.11957875572773738,0.0,0.39859585242579126,0.0,0.020000000000000004,0.0,0.11499981794135052
2024-01-04,S0,No corrective control,4063.217574365255,4554.850030901861,4554.850030901861,491.6324565366058,491.6324565366058,0.0,0.0,0.4033194937581024,0.2,0.12099584812743071,0.0,0.4033194937581024,0.0,0.020000000000000004,0.0,0.11634605572105917
2024-01-05,S0,No corrective control,3528.088894479361,3885.844886525993,3885.844886525993,357.75599204663195,357.75599204663195,0.0,0.0,0.33800734878159955,0.2,0.10140220463447985,0.0,0.33800734878159955,0.0,0.020000000000000004,0.0,0.09773209440275586
2024-01-06,S0,No corrective control,3520.4169242499124,3937.6757992584335,3937.6757992584335,417.25887500852104,417.25887500852104,0.0,0.0,0.3950847148570104,0.2,0.11852541445710311,0.0,0.3950847148570104,0.0,0.020000000000000004,0.0,0.11399914373424795
2024-01-07,S0,No corrective control,4057.044050239815,4578.521780458512,4578.521780458512,521.4777302186967,521.4777302186967,0.0,0.0,0.4284545790490589,0.2,0.12853637371471768,0.0,0.4284545790490589,0.0,0.020000000000000004,0.0,0.1235095550289818
2024-01-08,S0,No corrective control,3806.434094604095,4374.03569724732,4374.03569724732,567.6016026432249,567.6016026432249,0.0,0.0,0.49705453847897746,0.2,0.14911636154369323,0.0,0.49705453847897746,0.0,0.020000000000000004,0.0,0.1430605434665086
2024-01-09,S0,No corrective control,3428.58820329454,3901.468128530299,3901.468128530299,472.87992523575895,472.87992523575895,0.0,0.0,0.4597421224100028,0.2,0.1379226367230008,0.0,0.4597421224100028,0.0,0.020000000000000004,0.0,0.13242650488685082
2024-01-10,S0,No corrective control,3725.730755346327,4336.128271377072,4336.128271377072,610.3975160307455,610.3975160307455,0.0,0.0,0.5461098829671118,0.2,0.16383296489013352,0.0,0.5461098829671118,0.0,0.020000000000000004,0.0,0.15704131664562687
2024-01-11,S0,No corrective control,3417.776954142873,3756.965608411232,3756.965608411232,339.1886542683592,339.1886542683592,0.0,0.0,0.3308082600857557,0.2,0.0992424780257267,0.0,0.3308082600857557,0.0,0.020000000000000004,0.0,0.09568035412444036
2024-01-12,S0,No corrective control,3411.231977635433,3871.725622585079,3871.725622585079,460.49364494964584,460.49364494964584,0.0,0.0,0.44997784570570964,0.2,0.1349933537117129,0.0,0.44997784570570964,0.0,0.020000000000000004,0.0,0.12964368602612725
2024-01-13,S0,No corrective control,3617.999082783784,4050.462479194142,4050.462479194142,432.46339641035775,432.46339641035775,0.0,0.0,0.39843698732837435,0.2,0.1195310961985123,0.0,0.39843698732837435,0.0,0.020000000000000004,0.0,0.11495454138858667
2024-01-14,S0,No corrective control,2966.1983231820973,3450.832701705628,3450.832701705628,484.6343785235308,484.6343785235308,0.0,0.0,0.5446189878088592,0.2,0.16338569634265776,0.0,0.5446189878088592,0.0,0.020000000000000004,0.0,0.15661641152552488
2024-01-15,S0,No corrective control,3017.7930889196195,3310.9934211989967,3310.9934211989967,293.2003322793771,293.2003322793771,0.0,0.0,0.32385733949743595,0.2,0.09715720184923077,0.0,0.32385733949743595,0.0,0.020000000000000004,0.0,0.09369934175676924
2024-01-16,S0,No corrective control,3361.983724935741,3685.450159415888,3685.450159415888,323.46643448014675,323.46643448014675,0.0,0.0,0.32070989525321525,0.2,0.09621296857596456,0.0,0.32070989525321525,0.0,0.020000000000000004,0.0,0.09280232014716634
2024-01-17,S0,No corrective control,3222.539058204068,3548.868584859074,3548.868584859074,326.3295266550058,326.3295266550058,0.0,0.0,0.3375490782899105,0.2,0.10126472348697314,0.0,0.3375490782899105,0.0,0.020000000000000004,0.0,0.09760148731262448
2024-01-18,S0,No corrective control,3616.699138968543,3906.0350700860263,3906.0350700860263,289.33593111748314,289.33593111748314,0.0,0.0,0.26666666666666644,0.2,0.07999999999999992,0.0,0.26666666666666644,0.0,0.020000000000000004,0.0,0.07739999999999993
2024-01-19,S0,No corrective control,3246.373570165656,3579.017565864945,3579.017565864945,332.643995699289,332.643995699289,0.0,0.0,0.3415544437607806,0.2,0.10246633312823418,0.0,0.3415544437607806,0.0,0.020000000000000004,0.0,0.09874301647182247
2024-01-20,S0,No corrective control,3091.765924639199,3392.1285676101943,3392.1285676101943,300.36264297099524,300.36264297099524,0.0,0.0,0.3238307279100231,0.2,0.09714921837300693,0.0,0.3238307279100231,0.0,0.020000000000000004,0.0,0.09369175745435658
2024-01-21,S0,No corrective control,3952.149281420892,4414.525726659245,4414.525726659245,462.3764452383534,462.3764452383534,0.0,0.0,0.38997889697806665,0.2,0.11699366909341999,0.0,0.38997889697806665,0.0,0.020000000000000004,0.0,0.112543985638749
2024-01-22,S0,No corrective control,3442.04163946124,3858.7222258871498,3858.7222258871498,416.68058642590995,416.68058642590995,0.0,0.0,0.40352076865164466,0.2,0.12105623059549339,0.0,0.40352076865164466,0.0,0.020000000000000004,0.0,0.11640341906571873
2024-01-23,S0,No corrective control,3527.6759272122213,4073.349959349701,4073.349959349701,545.6740321374796,545.6740321374796,0.0,0.0,0.5156123969402368,0.2,0.154683719082071,0.0,0.5156123969402368,0.0,0.020000000000000004,0.0,0.14834953312796745
2024-01-24,S0,No corrective control,3077.9597019251955,3491.0386784025523,3491.0386784025523,413.0789764773567,413.0789764773567,0.0,0.0,0.44735151039500287,0.2,0.13420545311850085,0.0,0.44735151039500287,0.0,0.020000000000000004,0.0,0.1288951804625758
2024-01-25,S0,No corrective control,3340.360390712858,3676.100868780136,3676.100868780136,335.74047806727776,335.74047806727776,0.0,0.0,0.33503418673099944,0.2,0.10051025601929982,0.0,0.33503418673099944,0.0,0.020000000000000004,0.0,0.09688474321833483
2024-01-26,S0,No corrective control,3535.5678999610286,3865.651662214111,3865.651662214111,330.08376225308257,330.08376225308257,0.0,0.0,0.31120296332659975,0.2,0.09336088899797992,0.0,0.31120296332659975,0.0,0.020000000000000004,0.0,0.09009284454808093
2024-01-27,S0,No corrective control,3155.934239629772,3546.922929359236,3546.922929359236,390.9886897294641,390.9886897294641,0.0,0.0,0.41296666326749537,0.2,0.1238899989802486,0.0,0.41296666326749537,0.0,0.020000000000000004,0.0,0.11909549903123617
2024-01-28,S0,No corrective control,3613.208496747609,3916.654127011364,3916.654127011364,303.445630263755,303.445630263755,0.0,0.0,0.2799410648798691,0.2,0.08398231946396073,0.0,0.2799410648798691,0.0,0.020000000000000004,0.0,0.08118320349076269
2024-01-29,S0,No corrective control,3319.9000685041465,3828.8312374927473,3828.8312374927473,508.9311689886008,508.9311689886008,0.0,0.0,0.5109904500006139,0.2,0.15329713500018416,0.0,0.5109904500006139,0.0,0.020000000000000004,0.0,0.14703227825017498
2024-01-30,S0,No corrective control,3412.502061352208,3886.663226675966,3886.663226675966,474.16116532375827,474.16116532375827,0.0,0.0,0.4631608096727629,0.2,0.13894824290182886,0.0,0.4631608096727629,0.0,0.020000000000000004,0.0,0.13340083075673742
2024-01-31,S0,No corrective control,3319.742664153301,3660.654146846766,3660.654146846766,340.9114826934647,340.9114826934647,0.0,0.0,0.3423071376130435,0.2,0.10269214128391305,0.0,0.3423071376130435,0.0,0.020000000000000004,0.0,0.0989575342197174
2024-02-01,S0,No corrective control,4056.508442989029,4381.029118428151,4381.029118428151,324.52067543912244,324.52067543912244,0.0,0.0,0.2666666666666668,0.2,0.08000000000000003,0.0,0.2666666666666668,0.0,0.020000000000000004,0.0,0.07740000000000002
2024-02-02,S0,No corrective control,3497.671869307499,3997.4186987261614,3997.4186987261614,499.7468294186624,499.7468294186624,0.0,0.0,0.4762661641724241,0.2,0.14287984925172723,0.0,0.4762661641724241,0.0,0.020000000000000004,0.0,0.13713585678914086
2024-02-03,S0,No corrective control,3185.629250894259,3538.09352311063,3538.09352311063,352.4642722163712,352.4642722163712,0.0,0.0,0.36880654177133,0.2,0.11064196253139899,0.0,0.36880654177133,0.0,0.020000000000000004,0.0,0.10650986440482904
2024-02-04,S0,No corrective control,3751.25257786906,4278.22426206658,4278.22426206658,526.9716841975201,526.9716841975201,0.0,0.0,0.46826286532170547,0.2,0.14047885959651166,0.0,0.46826286532170547,0.0,0.020000000000000004,0.0,0.13485491661668608
2024-02-05,S0,No corrective control,3140.107207425346,3391.315784019374,3391.315784019374,251.20857659402782,251.20857659402782,0.0,0.0,0.26666666666666683,0.2,0.08000000000000004,0.0,0.26666666666666683,0.0,0.020000000000000004,0.0,0.07740000000000004
2024-02-06,S0,No corrective control,3571.214648141701,3929.351430083492,3929.351430083492,358.13678194179056,358.13678194179056,0.0,0.0,0.33428101941743993,0.2,0.10028430582523197,0.0,0.33428101941743993,0.0,0.020000000000000004,0.0,0.09667009053397037
2024-02-07,S0,No corrective control,2923.173218239979,3255.6094714123483,3255.6094714123483,332.4362531723691,332.4362531723691,0.0,0.0,0.3790814848033838,0.2,0.11372444544101512,0.0,0.3790814848033838,0.0,0.020000000000000004,0.0,0.10943822316896436
2024-02-08,S0,No corrective control,3115.459798697086,3473.111255647086,3473.111255647086,357.65145695,357.65145695,0.0,0.0,0.3826631059932931,0.2,0.11479893179798793,0.0,0.3826631059932931,0.0,0.020000000000000004,0.0,0.11045898520808854
2024-02-09,S0,No corrective control,3576.1371723334355,3948.190951375185,3948.190951375185,372.0537790417493,372.0537790417493,0.0,0.0,0.34679297904651646,0.2,0.10403789371395493,0.0,0.34679297904651646,0.0,0.020000000000000004,0.0,0.10023599902825718
2024-02-10,S0,No corrective control,3742.102856699853,4220.469549967263,4220.469549967263,478.3666932674105,478.3666932674105,0.0,0.0,0.4261121902007083,0.2,0.1278336570602125,0.0,0.4261121902007083,0.0,0.020000000000000004,0.0,0.12284197420720187
2024-02-11,S0,No corrective control,3575.777308700769,3900.645709225286,3900.645709225286,324.8684005245168,324.8684005245168,0.0,0.0,0.3028417529749685,0.2,0.09085252589249056,0.0,0.3028417529749685,0.0,0.020000000000000004,0.0,0.08770989959786603
2024-02-12,S0,No corrective control,3493.7950145938653,3883.1245729603497,3883.1245729603497,389.32955836648443,389.32955836648443,0.0,0.0,0.37144857930533354,0.2,0.11143457379160004,0.0,0.37144857930533354,0.0,0.020000000000000004,0.0,0.10726284510202004
2024-02-13,S0,No corrective control,3442.598577286556,3846.9580700254446,3846.9580700254446,404.35949273888855,404.35949273888855,0.0,0.0,0.39152545541881845,0.2,0.11745763662564553,0.0,0.39152545541881845,0.0,0.020000000000000004,0.0,0.11298475479436325
2024-02-14,S0,No corrective control,3094.129471469432,3485.197696265615,3485.197696265615,391.06822479618313,391.06822479618313,0.0,0.0,0.4213012937372453,0.2,0.12639038812117356,0.0,0.4213012937372453,0.0,0.020000000000000004,0.0,0.12147086871511491
2024-02-15,S0,No corrective control,3326.8039752220566,3762.639167104369,3762.639167104369,435.8351918823123,435.8351918823123,0.0,0.0,0.4366905846456045,0.2,0.13100717539368134,0.0,0.4366905846456045,0.0,0.020000000000000004,0.0,0.12585681662399728
2024-02-16,S0,No corrective control,3409.950059460968,3719.933843953238,3719.933843953238,309.98378449226993,309.98378449226993,0.0,0.0,0.3030188899025215,0.2,0.09090566697075646,0.0,0.3030188899025215,0.0,0.020000000000000004,0.0,0.08776038362221864
2024-02-17,S0,No corrective control,3870.974499941006,4189.209516196457,4189.209516196457,318.2350162554512,318.2350162554512,0.0,0.0,0.2740352300265314,0.2,0.08221056900795941,0.0,0.2740352300265314,0.0,0.020000000000000004,0.0,0.07950004055756145
2024-02-18,S0,No corrective control,3662.9294607006814,4191.857605361292,4191.857605361292,528.928144660611,528.928144660611,0.0,0.0,0.48133436214141784,0.2,0.14440030864242534,0.0,0.48133436214141784,0.0,0.020000000000000004,0.0,0.13858029321030407
